gene,lfc,fdr
Slc25a4,0.19284715411243858,1.64060680942947e-5
Pgm2l1,0.17243135485621763,1.8572076018241883e-5
Grid2,-0.11501971837692579,2.192017214056718e-5
Nphs1,-0.10301966285438022,2.2766156121801314e-5
Alcam,-0.10537297173375382,2.352746164720704e-5
Rpl10-ps3,-0.16981768709118517,2.4084996657754324e-5
Chl1,-0.1329168300177821,2.9557750799020094e-5
Rps25,-0.20528342411186062,2.9840289286861283e-5
Rreb1,0.08248238270230375,3.0078790407309413e-5
Gm2000,-0.19544992202569866,3.2640739932920185e-5
Kcnip1,-0.09415144611146051,3.292249467291451e-5
Kcnd2,-0.11749025831410903,3.385770478316252e-5
Rpl12,-0.21917764568939235,3.564844679950173e-5
Tpi1,0.19974371184478557,3.6569466452027416e-5
Zdhhc20,-0.09338799889292483,3.6569466452027416e-5
Sfxn3,0.09520178744869763,3.704489810104055e-5
Tpt1,-0.20725496347773875,3.7903397987397e-5
Slc35f1,0.11471315641787408,3.825100544931199e-5
Uhmk1,0.17580673278610265,3.825100544931199e-5
Mcc,-0.11315021048698318,3.905498841686013e-5
Robo2,0.15521688626305935,4.332865125279108e-5
Ap2s1,0.17243648596899686,4.3682196070811435e-5
Usp11,-0.12200423689558232,4.4090436800781695e-5
Micu3,0.1643057476173081,4.9028280144781226e-5
Pfdn5,-0.21856472086157663,4.9028280144781226e-5
Cpne7,0.1414628408874194,4.974092835115362e-5
Mal,-0.1255871679985775,4.9785248847284445e-5
Tigar,0.08029001985693658,5.4395464817270614e-5
Hnrnpa3,-0.15186667634281237,5.703588649886777e-5
Rimklb,-0.19178880098619722,5.703588649886777e-5
Tsc22d4,-0.1534727547816741,6.108819456267399e-5
Cox4i1,0.16239650290618135,6.135290590574975e-5
Calm2,-0.18384399419644337,6.22390105580209e-5
Pde1a,-0.1163667047340105,6.534323283406068e-5
Tuba4a,0.1707058445689405,7.161646815703115e-5
Eef1g,-0.2050112738293175,7.202943641008182e-5
Gprasp2,-0.17200762307265338,7.202943641008182e-5
Ndufv3,0.216272737051882,7.819831077977144e-5
Cox6b1,0.18839250717403733,8.09121600494236e-5
Ndn,-0.22301837627551624,8.09121600494236e-5
Orc5,-0.15031791952870088,8.09121600494236e-5
Rpl38,-0.169132696109076,8.09121600494236e-5
Cd47,0.143250972271177,1.0644267764272744e-4
Map1b,0.21401594964266124,1.0819868139749039e-4
Cbarp,-0.1415036978419234,1.106663631663993e-4
