gene,lfc,fdr
Akap6,-0.007299243392305477,0.1041438469756457
Slc25a3,0.11934106601026828,0.10433098123225318
Mettl23,-0.059821762753671404,0.10468365108466489
Plcxd1,0.038945431938507635,0.10506950526926281
Mrfap1,-0.10644827919290778,0.10508786913109248
Osbpl9,0.05546032166273929,0.10521413375090106
Slc38a2,0.041108562515150035,0.10521413375090106
Arpc5,-0.05256922608360565,0.10565043245502177
Ssbp4,-0.03480695939840209,0.10567692076845736
Bzw1,0.0530571109307052,0.10606557666989164
Ehmt2,0.007792296339954152,0.10606557666989164
Kmt2c,-0.039820076276753824,0.10940831361039444
Ssr3,-0.013876610617946344,0.1102380705405985
Stk16,0.0870823818544118,0.1102380705405985
Ryr3,0.08768191711117013,0.11038858090790131
Spidr,-0.055049771225134575,0.1109203230053477
Rora,0.07746911289219693,0.11099015956847133
Ndrg2,-0.0968987028912216,0.11114113329883127
Snrpn,0.10697062762185272,0.11114113329883127
2900097C17Rik,0.09159843195950224,0.11126304916579523
Rrp7a,0.060958187046423196,0.11127188072987818
Laptm4a,-0.08824364698457288,0.11170981970488528
Gng4,-0.059370722526155245,0.11183263610533982
Rims2,-0.06074771772019341,0.11183263610533982
Aip,-0.04762042933453042,0.1125288987276725
Tprkb,-0.04036372939253868,0.1126447733540559
Mrpl52,-0.08412081154427681,0.113970499386073
Kcnab2,0.0695992461664397,0.11423550734725399
Mpc2,0.08430950745889265,0.11423550734725399
Arhgap12,0.04912188752965327,0.11503882751409202
Ndufaf2,-0.057982938792734945,0.11664112995675319
H2-D1,-0.03244353052118319,0.11667754553343712
Pink1,-0.032125700277728375,0.11667754553343712
Hsdl1,-0.03136937205955666,0.11742252802855335
Bnip3,0.07254083245323611,0.11758824641819732
Klhl7,-0.006861404325040343,0.11894787163214629
Jmjd1c,-0.028236307401978494,0.11911758945518694
Pde4d,-0.031173211513069288,0.11911758945518694
Dst,0.09566356226919248,0.11966199997650159
Nrxn1,-0.1052119718367629,0.11966199997650159
Dip2b,0.049558479921942095,0.1207231834008192
Spire1,0.044615181308061136,0.12106971642827208
Kras,0.05393720643787514,0.12150244212042932
Kcnb1,0.033085070804986016,0.12153496990484591
Naa60,0.0440521096583206,0.1227155927162465
Palm,-0.046827659002158614,0.1227155927162465
Map2k2,0.06729690112214509,0.12274922796421307
Chchd6,-0.07814307519229946,0.12277527390329297
4921516A02Rik,-0.0554864423779296,0.12310111140783318
Tomm40,0.03434501161962078,0.12327910549070045
Mdh2,0.10907209147064945,0.12356997034360544
Aes,0.10379844093445456,0.1238883185785723
Farsb,-0.053671870830662494,0.12410145757021392
Phax,-0.0462659280748525,0.1243427524845272
Hsbp1,0.0710356738483906,0.12474159879456853
Sec23a,0.03891982649792439,0.12474159879456853
Fabp7,-0.04239722430922982,0.12717623430298688
Atp5a1,0.09133619817729466,0.1272687144225762
Agtpbp1,0.0595011451569451,0.12792678048736683
Fundc1,0.04323040737742034,0.12792678048736683
H2afz,-0.05420415132806411,0.1285063785314086
Ahcyl2,-0.053971862755450156,0.12859902199327874
Snx3,-0.076402615227941,0.12887147187057157
Tmed10,-0.05380354713279903,0.12893666687218422
Atf6,0.04336968826199705,0.1289738513842346
Mirg,0.044276838672003965,0.12906165230805242
Afm,0.07073614819284424,0.12960017307797167
Hypk,-0.06372968942189294,0.13013358178348805
Ppm1l,0.028760591271958902,0.13013358178348805
Ywhah,0.10663605171122925,0.1309482766487027
Pja1,-0.07077866825823315,0.131208828841278
Usp34,-0.06449965253392798,0.131208828841278
Fopnl,0.057892819693145886,0.1319516233031474
Atp6v0a1,0.07747299540275276,0.1321377128245292
Khdrbs3,-0.03891713196830658,0.1321377128245292
Arhgef12,0.05361843265633787,0.13444599744435975
Ak1,0.04782648094583919,0.13448851677576798
Gm11361,-0.04324956491129672,0.13559629790700883
Gm34084,-0.041934983522446456,0.13559629790700883
Rad9a,0.05793407365339889,0.13559629790700883
Slc1a2,-0.10112256006864151,0.13559629790700883
Trp53bp1,-0.0463241682519506,0.13559629790700883
Arl6ip5,0.024980965867486216,0.13633916843100533
Paip1,-0.024771619047538607,0.1366255232208437
Fxyd7,-0.05931638063706718,0.1371174722206565
Trim2,-0.062499361446670065,0.1371174722206565
Macrod2,0.06709051771287083,0.13731463983793868
Ndufb3,0.06643959609652983,0.13731463983793868
Sap18,-0.0446381204840042,0.13817533788667613
Zfp706,0.06604994879020121,0.13828198936819777
Grpel1,-0.02522030955846888,0.1387092132123875
Npm1,-0.09262658657161282,0.13916257580377084
Rit2,0.11090559293756874,0.13916257580377084
Nedd4,-0.06593738875002753,0.13961262584088374
Zfhx3,-0.07890827211409235,0.13961262584088374
Slc6a1,0.07576697413197214,0.1400836333484327
Fam120b,-0.04374327803628614,0.14040446407628718
Pet100,0.03671057035824804,0.14040446407628718
Fgf13,0.10636341788190429,0.14042700560606167
Vps26a,0.0029183890517567312,0.14071108213517422
Pebp1,0.09668110222756443,0.1411711866844319
Actb,-0.09843388558207522,0.14154098926360725
Arxes2,-0.05830568946741388,0.14154098926360725
Ctnnd2,0.10359749269479979,0.14154098926360725
Fndc3a,-0.04315719847680613,0.14154098926360725
Sptbn2,0.05086691039903185,0.14154098926360725
Iscu,0.10102289516150509,0.14217101387865888
Sptan1,0.07805349695090447,0.14382066684321915
Tango2,0.06842508368010763,0.14382066684321915
Slc35c2,0.03112887306878756,0.14442392226667702
Rusc1,0.04778195607003524,0.14472633785173225
Cep19,0.049641468311184794,0.1448171027356339
Eif2ak1,0.04952512789235586,0.1448171027356339
Fbxo28,0.04301985097301568,0.1448171027356339
Pdpk1,0.039490049571470204,0.1461197604439126
Cbr1,-0.05457947549235753,0.14632863800841459
Cadps2,0.10785534261196605,0.14665442351575592
Acox1,0.05772781429126336,0.14724286773233022
Map7d2,0.07500047016088751,0.14753010385018703
Ociad2,0.048667533293893894,0.1476923369755278
Srp9,0.073052006611669,0.1482187113358093
Acot13,0.08334397480892303,0.14837441404206583
Il33,-0.03200168760439755,0.14837441404206583
Ube2j1,0.05481932044277932,0.14837441404206583
Vamp7,0.040551741741113825,0.14837441404206583
Ica1,0.05579566924013188,0.1484063696398833
Nfib,-0.035479052892512464,0.1484063696398833
Pam,0.05155499653607998,0.1484063696398833
Snx2,0.05738729125811173,0.1484063696398833
Copz1,0.027133321160717844,0.14943476975805897
Cs,0.06351164767028916,0.14943476975805897
Itsn1,0.06118006666579914,0.14943476975805897
Ccser2,-0.003918510183828161,0.14957376088894545
Fzr1,-0.04240182501103726,0.14957376088894545
St8sia3,-0.041431750404889445,0.14977506927196385
Bex3,0.1058825781984809,0.15081583435057738
Ogdh,0.06022292663361678,0.15082055863171365
Cntnap5b,0.041644214975688154,0.15121622243127075
Olfm1,-0.0933351462698051,0.15126126615915916
Epb41l1,0.06866929808436062,0.151591503603251
Mfap1b,-0.030729363832130915,0.15288698153653388
Ppp1r9b,0.01779048758051377,0.15288698153653388
Sept8,-0.06548222712105689,0.15288698153653388
Park2,0.07455700973599821,0.1531262251674366
Fam162a,0.07409083588357479,0.15360472029989722
Clpp,0.0230326739902329,0.15405211163564103
B2m,-0.06480585071582323,0.15458819762956424
Pde6a,-0.06409476621205812,0.15458819762956424
Rpl27,-0.09321601496854215,0.1547502625484417
Ube2d1,-0.037985066954953836,0.15487947848743847
Atxn10,0.08875767488097064,0.15489974945501211
Mrpl36,0.05131421102085318,0.15559366485705015
Pdcd4,-0.03782845083151637,0.15559366485705015
Cbx6,0.0106871470375971,0.15581431047058583
Arpp19,-0.055966500172113465,0.1561560052601184
Dlgap3,0.044303426708029905,0.15639712321623284
Pak1,-0.07216057175689017,0.15645989131425994
Atp5e,0.0900118213554173,0.15648580281424612
Spop,0.008497243090631212,0.15648580281424612
Cxcl14,-0.04381586381038452,0.15750740417999665
Hmgcr,0.04317465342637457,0.15750740417999665
Vapa,0.04587454835804394,0.15750740417999665
Gnaz,0.013172587851458029,0.15754501275941582
Etnk1,0.08241153957064978,0.1579911473053538
Lars2,0.07293555076829827,0.15805258251479673
Ptp4a3,0.03137854104917849,0.15805258251479673
Rab7,0.04592151727357108,0.15805258251479673
1700020I14Rik,0.03357140472100559,0.15896689597679453
Sipa1l1,0.039531002246900176,0.1590897242124497
Uqcrc1,0.06371062489484414,0.1590897242124497
Sugt1,0.053556426912180044,0.1597529768947979
Dnm3,0.04790886464447891,0.16007346441348239
Arhgap44,0.06688883202572704,0.1602104959057407
Cacybp,0.09344014947471191,0.1602104959057407
Cd2bp2,0.0334821752039722,0.1602104959057407
Nap1l2,-0.06271776611802862,0.1602104959057407
Reep5,0.09040645038610529,0.1602104959057407
Tnr,-0.044257811841342004,0.1602104959057407
Atf2,0.09433611236501371,0.16094527431185587
Pdzd11,0.03167607457840735,0.16151046533908167
Gnl3l,0.07998433931846016,0.16151653308023411
Rpl36al,-0.050797836763505244,0.16154294670400068
Mgat5,-0.07187517023173384,0.16208210128950298
Nlgn3,0.006060788418290636,0.16228835826724708
Chga,-0.03489365717821041,0.162319588980902
Eif1a,-0.045010847155171924,0.16257139598434805
Snap47,0.0589497303125186,0.16283344816938644
Tnik,-0.04653357886585899,0.16283344816938644
Hdac11,0.08533698174958992,0.16366282355221268
Gnaq,0.0631792751351199,0.16373152537607658
Mtfp1,0.03914790174140556,0.16373152537607658
Ap4s1,-0.004810356700803181,0.16399540034001397
Cdh2,-0.03277631340309048,0.16437304841536446
Pid1,0.04292148970624329,0.16469534199300273
Fchsd2,-0.00817501010343255,0.16497936842643895
Hp1bp3,-0.07004387126769895,0.16497936842643895
Syne1,-0.06421767039501244,0.16509803501224748
Plekhb1,-0.07284821554626031,0.16516822339429618
Park7,-0.08812287140129038,0.1670938381293343
Scai,0.02894674590065066,0.1670938381293343
Ran,-0.0963740750635037,0.16720917568531435
Hspa9,0.07901801348889514,0.16741685435889941
Ddt,0.050693601263304744,0.1677535250758276
Slc25a12,0.07088091649575651,0.1680469729657038
Gnas,-0.1003317319346344,0.16819134108092576
Chrna6,0.08364401187568954,0.16897918419194252
Paf1,-0.040778136452672906,0.16907946097446314
Frmpd4,0.02315578788550815,0.16948699556762198
Kcnc2,-0.046165188639398336,0.16964965006080643
Psma1,-0.014317100039397623,0.1702332485375524
Uqcrh,0.0918378636751851,0.17056934316934275
Med19,-0.044749910573548754,0.1711286091344322
Rsrc1,0.04739530632969094,0.17166731028729826
Fam104a,-0.05062683925282832,0.1748273559409133
Kif5a,-0.05610515190963494,0.17513851598232494
Acaa1a,-0.03974073247596205,0.17521284072740043
Dctn3,0.08301969525026709,0.17616097426731986
Psmc1,0.027586242061996225,0.17617962706778445
Pura,0.06538437333661334,0.17617962706778445
Mob4,0.062115681703570846,0.17792949217574736
Polr2k,0.002162638282913909,0.17792949217574736
Pop5,0.08177707622931635,0.17803139703178078
Ubald1,-0.04674508962605603,0.17803139703178078
Pigyl,-0.026341310910665994,0.17808051164156274
Sept3,0.052268551406835784,0.17856415095798234
Bcar1,0.04217600550510174,0.17860605041504918
Dstn,-0.05624210926186435,0.17882009393048248
Mrpl42,0.07443420240061482,0.17882009393048248
Parm1,-0.033525677856421826,0.17882009393048248
Trio,-0.05599226262877058,0.17882009393048248
Atp6v0b,0.10463624670367622,0.17918481712228704
Cep170b,0.05498525606554683,0.17986571775485957
Cops5,0.06897054015145648,0.17986571775485957
Edil3,-0.03578250722221554,0.18021650253004634
Chmp2a,-0.0316558992137021,0.1805072622824734
Dnlz,0.06428562476869587,0.1805072622824734
Pds5b,-0.03712006579382096,0.1805072622824734
S100a10,0.030913273345843928,0.1805072622824734
Snap91,0.05649876583324431,0.1805072622824734
Ly6e,-0.055010130255783274,0.18073630528136075
Katnal1,-0.02254070573835454,0.18132151050928128
Ube2e2,-0.05328468260221714,0.1815369543333611
Grn,0.015515361069529499,0.1818943421705726
Serinc3,0.0569442278523814,0.1821887933495005
Oxct1,0.04865798505800434,0.1823136784528091
Dnm1,0.07082181038421453,0.1823348126712821
Dld,-0.05307754171606907,0.1826881662535298
Eif3m,-0.015819152803932646,0.18332674038470254
Cit,-0.019287612839022084,0.18363746593991584
Kirrel3,-0.06295101807899983,0.18363746593991584
Slc6a15,0.04467216055881701,0.18376790935857842
Pias2,0.010794694449779374,0.18409709787456607
Marf1,0.04605186775649886,0.18411974036808246
Psmd8,0.06211450714693806,0.18429326124131268
Zyg11b,0.049343145056684995,0.18429326124131268
2610301B20Rik,-0.029600247364501314,0.18470088360125664
Ccser1,-0.0462898270621577,0.18499370123111505
Gm26745,0.03506173738376572,0.18499370123111505
Mkks,0.054624127342655066,0.18499370123111505
Sec13,-0.04884471821093206,0.18499370123111505
Rab3gap2,0.035474531480955473,0.18512207167607814
Kctd17,0.04330448028685707,0.18520630233579402
Yeats4,0.0493448318861906,0.18548166774897273
Emd,-0.04292659015725912,0.18589489666628742
Cyc1,0.07059774665465268,0.18791143841607402
Ctif,-0.0526524327271837,0.18814962069954916
Hnrnpd,-0.047182890000688094,0.18825887211193665
Cfap46,0.0341442077947951,0.18877606058468357
Polb,0.04735671330950128,0.18877606058468357
Tln1,0.025180246412286056,0.18898644673331433
Mrpl34,0.02096062771530255,0.18931509172239577
Galntl6,0.09547843831518649,0.189709985480752
Cyb5b,-0.029831680741924188,0.1897914700598512
Stox2,-0.016015055796195693,0.18991394562311628
Fryl,0.013440212916442179,0.19083271782848965
Slc6a17,-0.039862550622233525,0.19164874822364375
Elp5,0.0355280943210666,0.19227230916905313
Immp2l,0.04593140312930785,0.19227230916905313
Ubxn2a,0.046196027426032654,0.19246657641792866
Gon4l,0.03503902459074837,0.19261025097498788
Sri,0.04168663864891678,0.1926496405226214
Prkch,-0.09001175919701743,0.1927903639305467
Celf2,-0.01736489481208925,0.193320510826087
AK157302,-0.004934876396159055,0.1941791032987005
Acly,0.055831066738398244,0.19433227778942058
Adap1,-0.050338358117421655,0.19482438443072164
Bex2,-0.08617807909236452,0.19482438443072164
Efr3a,0.05331391794781981,0.19482438443072164
Ogfod1,-0.051589788676595943,0.19482438443072164
Gtf2i,0.049089981893471635,0.19499990212487153
Dgkz,0.03463400310103863,0.1957358360160712
Rgs4,0.023784263751605278,0.1958469311880649
Smyd3,-0.0391629996843505,0.19584810500851255
Ngrn,0.036956718700025454,0.19787061814073603
Hnrnpa2b1,-0.08835039289113134,0.1979559278891813
Mrpl49,-0.004300274032825652,0.1979559278891813
Pcdhga1,-0.051706893019405925,0.1979559278891813
Cyth1,0.032325761747036774,0.19868724243647218
Lyrm9,0.029965404979663518,0.19876780170602426
Abat,0.04764600739153946,0.19945645508917362
Arf5,0.03895821783214298,0.19999888450496595
Gpm6a,-0.0760635183631263,0.19999888450496595
Pfkl,0.0165493157563166,0.20055052064820553
Ppig,2.7828408397045923e-5,0.20055052064820553
Rheb,0.05492506089196936,0.20055052064820553
Ndufs6,0.09750071907949831,0.20098540541650586
Tmem132b,0.04499927293707054,0.20098540541650586
Endod1,-0.047387732299830704,0.2010190633201821
Plce1,0.03684170699628428,0.20185549189928614
Enpp2,-0.06480872519926723,0.20246117107798303
Anp32e,-0.043143912436098775,0.20273354237506314
Urgcp,-0.01657867844635011,0.20273354237506314
Etl4,-0.02453698724376613,0.20313975188553882
Klhl22,-6.40311124740417e-4,0.20313975188553882
Psmd6,0.026075097560637694,0.20340252550848625
Gm37422,0.03269970041411552,0.20387155337584986
March1,0.009945423389774749,0.20387155337584986
Xpo1,-0.019415880771555455,0.20387155337584986
Gdi2,0.07819857037891226,0.2038946916659331
Golga4,-0.037971674809663375,0.2038946916659331
Map1lc3b,0.0828942672962884,0.2038946916659331
A230006K03Rik,-0.043708394831528996,0.20391243400755119
Ppp1r11,-0.072761727745622,0.2049667586682043
Psmb10,-0.020357232721801177,0.2049667586682043
Nrgn,0.07972844480894059,0.20509074202444086
Camk2d,0.0769328535392878,0.20604890923815647
Sqstm1,-0.09945599147220685,0.20636128650237764
Nat8l,0.04569417081200869,0.20713810684170164
Tuba1b,-0.08721533814750693,0.20713810684170164
Reep2,0.041745941618679755,0.20774997300882767
Tmem60,-0.040504564222172135,0.20774997300882767
Sptssa,-0.04619226870958271,0.20796582311544254
Cacnb3,-0.0395809378790159,0.2080390771838241
Prkcb,0.05033413418394772,0.20827308345621373
Abcd3,-0.0396602908745777,0.20913705500243207
Zranb3,-0.0448637254083985,0.20913705500243207
Btbd9,-0.061171996312095134,0.20913991179258032
Cgref1,0.036290300003620116,0.20913991179258032
Psmc2,-0.045384229467808346,0.20913991179258032
Tsc22d3,0.0546219483474302,0.20913991179258032
Oat,-0.027903180050159182,0.2113359501018527
Tmx2,0.07629273049346247,0.21163094111847178
Srgap3,0.04265112439091229,0.2116736590313117
Miga1,0.031824659790309656,0.21190904982157738
Pfdn2,0.0316633626660936,0.21190904982157738
Yipf4,0.037065712252688426,0.21190904982157738
Kcnj10,0.018534128782852655,0.21208475776431598
Tmem30a,0.06429956749017995,0.21314884500808043
Id2,-0.03713214292170147,0.2138051693858363
Pak3,-0.0774242568720439,0.21417287347541722
Map2k1,-0.07182254547581851,0.21493803979869433
4933434E20Rik,0.024193066192568086,0.21532558430784848
Nav1,0.05825558181883425,0.21532558430784848
Tmem179,-0.05440362317833014,0.21532558430784848
Ube2ql1,0.039012763496432123,0.21550866035179242
Lsm6,0.05315346271352095,0.21755907571252947
Bola1,0.03835147122848366,0.21902183818837073
Specc1,-0.03397416612166221,0.2191713898725419
Avpi1,0.03240499496083915,0.2192449302103136
Rgs2,-0.051278111421134365,0.22002592988111175
Eml2,0.05619727862043905,0.22039038445815834
Wars,0.045861767579590484,0.22167672921980194
Magee1,0.07147824355937049,0.22305203307735677
Pdrg1,-0.040933565371868555,0.2232696465324233
Slco3a1,0.04001696364554286,0.2232696465324233
Praf2,0.04995115760446103,0.22332713615014635
Sssca1,-0.053442374700366835,0.22332713615014635
Cttn,0.04145048358115558,0.2245245601214912
Hnrnpc,-0.058894620206520865,0.2245245601214912
Smchd1,0.05673637259634262,0.2250353567014755
Chd5,0.05282018422445839,0.2250634950036154
Mrpl48,0.05022689410715703,0.22550922122786862
Aamp,-0.04785942996516962,0.22579062593001417
Pcbp1,-0.025503957572938163,0.22579062593001417
Pnisr,0.007063332601483119,0.22579062593001417
Mark3,0.03569678114852308,0.22622679305152527
Sec23b,0.026706256882650187,0.22622679305152527
C4b,-0.034659512194554765,0.22647644681051093
Ipo9,-0.0071153060680938796,0.22647644681051093
Gm16062,0.04403673886809206,0.2266535439447737
Tmem50a,-0.06995069846359536,0.22866359774504155
Taldo1,-0.042427051339651134,0.2299232568725156
A230057D06Rik,0.02472291661945411,0.23013974855319988
Cdc42,0.05381375691672907,0.2319527105613094
Prrc2c,0.01912975723004015,0.23213451303577806
Slc17a7,0.030660389722259374,0.23213451303577806
Wdr12,0.04277203911626759,0.23285677771316976
Rp9,-0.04375755329967804,0.23286638683175753
Brd4,-0.006537707475485349,0.23287826019690214
Clstn1,0.06077780032136604,0.23287826019690214
Gm26904,-0.0022419686023112118,0.23287826019690214
Ptpn4,0.04408410903277604,0.23287826019690214
Akap7,0.014161988394195607,0.23360381764248206
Cript,-0.004956065639026397,0.23360381764248206
Tpm1,-0.056976615255924845,0.23438502488795745
Camsap2,-0.040266568023175714,0.23445182926162353
Hdac5,0.033152844796565245,0.23445182926162353
Mapk8ip3,-0.08351333026309093,0.23445182926162353
Foxp1,-0.04008586197833189,0.23514870049806388
Pgam1,0.040660292846161655,0.23559788854651087
Tspan7,-0.08047163949944924,0.23559788854651087
Ccl27a,-0.05964899935447471,0.2359201866331141
Gm42420,0.07488560367489927,0.23849501781972837
Psmc6,0.0680441885436483,0.23849501781972837
Rtl8c,-0.02708406436955474,0.23849501781972837
Eif3e,-0.03853527417371583,0.2402501949972471
Arnt2,-0.03348190497306483,0.24042257650805318
Cstb,0.003983344324315408,0.24042257650805318
Dync1li2,0.05354333006269629,0.24042257650805318
Ebpl,-0.03972908063503408,0.24042257650805318
Mmd,-0.036858322125411624,0.24042257650805318
Rbm8a,-0.058408254153562156,0.24042257650805318
Rtraf,-0.06486319884281272,0.24042257650805318
Slc4a10,0.0542176879280738,0.24042257650805318
Tmtc1,-0.0502499769138344,0.24042257650805318
Tpd52l1,-0.05360428631611103,0.24042257650805318
Wdr26,0.01243539287454229,0.24042257650805318
Zfp462,0.04951120292425215,0.24042257650805318
Zmat5,-0.03984139090099001,0.24042257650805318
Ddx5,-0.08652889475154624,0.2427374066295993
Marc2,-0.04470607618060338,0.2427374066295993
Sys1,-0.034065450348660486,0.2427374066295993
Slc28a1,0.062161038188146556,0.24403457552653937
Atp6v1b2,0.07002496723574336,0.24435468544078198
Me3,0.022110758149079285,0.24460399488363266
Adarb2,0.07642709659189867,0.24589319718236852
Med28,-0.028640157700837165,0.24589319718236852
Ogfrl1,-0.03629308193123926,0.24595430290247597
Trnt1,0.0382496830605233,0.24595430290247597
Pls3,0.02525011455953044,0.24642861372099595
Srp72,0.050711884109525374,0.2468659387962642
Cnn3,-0.02123777254320422,0.24814221174572193
Elof1,-0.049653502378469716,0.24814221174572193
Ift27,-0.03512822332532792,0.24879198872548333
Stk19,-0.039568222285203125,0.2495793546744576
Stmn2,0.09260157005820013,0.2495793546744576
Atp6v1f,0.08700872456231079,0.24975807736408467
Osbpl8,0.022562130446831835,0.24975807736408467
Snx10,0.0698090390328448,0.24975807736408467
Mrps14,0.07261742130373955,0.2501194285104926
Uba52,-0.0709064194679001,0.2501194285104926
Hsp90ab1,0.07387311792361384,0.2501939966246967
Ncaph2,0.053930229591031054,0.2501939966246967
Ndufv1,0.057420268618190495,0.250303547381096
Pllp,-0.03554306285899944,0.250303547381096
Syt13,0.03567020949535582,0.250303547381096
Ubash3b,0.039506961870692414,0.250422385367178
Plekhb2,-0.045965873246347766,0.25129445234896447
Osbpl1a,0.06010871725244904,0.25184129070664335
Nsmf,0.04592287315477728,0.2520003380470515
Sms,0.053371558694402105,0.2520003380470515
Gabrg2,-0.042013331613730776,0.2521191630335937
Zcchc17,-0.04080058800599218,0.2526345678898743
Glud1,0.03543764771107938,0.2528006702455479
Arl8b,0.04702391779325871,0.2533313141952737
Eif4g1,-0.045552878336905245,0.2533313141952737
Wwox,-0.039456047662961014,0.2533313141952737
Atxn2,0.042646534543622744,0.2552217878412948
Acaca,-0.010615292011306926,0.2555139156586226
Ago2,0.0049424865986269495,0.2555139156586226
Cntnap5a,-0.024910840019943647,0.2555139156586226
D5Ertd579e,0.03235078757261267,0.2555139156586226
Dgke,0.03147757824146756,0.2555139156586226
Ptprn,0.07263257184755534,0.2555139156586226
Scg5,-0.07975706410960814,0.2555139156586226
Igip,0.04546019645688115,0.25742893350869495
Rps13,-0.041247249448538525,0.2576351491515036
Camk2n1,-0.08396965182493132,0.25837701992051876
Hras,0.02338811081397485,0.25837701992051876
Ly6c1,-0.03098454372068271,0.2585462924251772
Uqcrb,0.060817427860143436,0.2585462924251772
Adarb1,0.0408606342736374,0.2589097134639598
Ankrd17,-0.03732139122711395,0.2589097134639598
Arpc2,0.07055328098446911,0.2589097134639598
Frmd5,-0.038935837339530266,0.2589097134639598
Nol7,-0.060215918294817816,0.2589097134639598
Nudt19,5.442520803291828e-4,0.2589097134639598
Rac1,-0.03577288116468466,0.2589097134639598
Kmt2a,-0.04626959335047409,0.2590432486772697
Snrk,0.05449022829918482,0.2590432486772697
Sod1,-0.04970623274129249,0.25929592824126435
Ahcyl1,0.049257170906054915,0.2603699834724837
Sema6d,0.07215401162445151,0.2603699834724837
Abcb7,0.036052206045571175,0.2605525439957468
Gpbp1,-0.02372949872966776,0.2613833589607203
Lrrc14,0.04592204617548326,0.26227333636274874
Cnbp,-0.06003236297026826,0.26300090047658203
Pitpnc1,-0.03436551290267925,0.263277306934251
Slc1a3,-0.04050507220118915,0.263277306934251
Ppp2r5c,0.04882466475364697,0.2635835369218594
Timm17a,0.05863611728778062,0.2635835369218594
Psme1,-0.05611444938132387,0.26371051760894454
Tmem55b,0.045113641869818366,0.26371051760894454
Eno1,0.015661651019669875,0.2638945792752733
Ndufs1,-0.022937022144717767,0.2638945792752733
Wdr47,0.035340879524319774,0.26459837547783716
Pcbp2,0.07800338478413249,0.26540243141408865
Bag1,0.0638357259974553,0.265704403025534
Btf3,-0.06817950686462432,0.265704403025534
Creb3,0.02417049038947125,0.2664315823350015
Vamp4,-0.052051313841589064,0.2666231619637855
Miat,0.037175584168137044,0.26820974086932997
1500009C09Rik,-0.03778540763303856,0.26881419378392934
Med9,0.04091905849226085,0.2690990774689249
Smim7,0.045886942868900715,0.2690990774689249
Mrps17,-0.05483951053713504,0.27011725686705645
Slc25a33,0.04507853180147911,0.27011725686705645
Dlgap1,0.027149793199275907,0.2709644074336707
Dgcr2,0.027376911928733164,0.2710538205042166
Ncor1,0.01918382078742159,0.2710538205042166
Pam16,-0.07160432626744134,0.2710538205042166
Psmd3,-0.013081001256324054,0.27164416292039467
Pdxp,-0.04036980969261367,0.2721890011152254
Sart3,-0.06491988052541214,0.2721890011152254
Wdr7,0.052281474069002104,0.2721890011152254
Magi3,0.027014333930934706,0.27225841436365933
Uba3,-0.0015272717990159057,0.27225841436365933
Daglb,-0.06692549971990425,0.27232547800391516
H2afj,0.062031377485606276,0.27247500493972104
Fndc5,0.03939391920249882,0.27274176918973186
Ndufab1,0.048648978219709926,0.27308788371072373
Rtl8a,-0.04645707453624928,0.27314413908198393
Tmem128,0.033866050766687486,0.27314413908198393
Rab11a,0.07204706274060063,0.27338775469528337
Sirpa,-0.047369651581493755,0.2741970132469477
Atp6v1c1,0.06860461942513951,0.2742038568631463
Fam49a,0.036593795031579515,0.2742038568631463
Nfu1,0.04836580642024291,0.2742038568631463
Stx3,-4.5975135766401776e-4,0.2752209170426096
Adam22,0.044966335699578586,0.2752627246046404
Arpc3,-0.041230035219085304,0.2756963836491313
BC005537,0.03132790628511034,0.2756963836491313
E430024I08Rik,0.0455726597012068,0.27577915267604
Emc8,-0.02723604957948675,0.2758442677831959
Capzb,-0.005834842917096461,0.27729340077589726
Nmt2,0.04411542222930895,0.277891932281478
Manbal,-0.03949275541990066,0.2783143037334536
Mat2b,0.035634474902207336,0.27838076500587866
Sort1,0.005909626358595432,0.2786565360750916
Ftl1-ps1,0.009888008900557466,0.2790393172183687
Mettl9,-0.032067238045264346,0.2790393172183687
Pop7,-0.03416053121333365,0.27944647667109407
Dnajb2,-0.030142717645491313,0.27951909658684904
Psmb5,0.062071168261193244,0.2797654161623473
Rhbdd2,-0.024332145172006076,0.2803771912699868
Cpeb4,-0.015099021161011542,0.2806048730765413
Anp32a,-0.0509854582894923,0.2813571179314114
Ddx17,-0.06257913287107814,0.2813571179314114
Kif3a,0.05198651458841835,0.28185741377772666
Lrrc4c,-0.05445238888713183,0.2824247502253508
Snrnp25,0.04163108926266493,0.2827427020857506
Fmn2,0.041037176344792425,0.28342697212804474
2010111I01Rik,-0.03390803693095909,0.28361342591013594
Ubl5,0.058637701495292904,0.2838265016383713
Pitpnb,0.04039597944100207,0.2846225612375253
Lypd1,0.02834009990897135,0.284902894004086
Mrps21,0.05177518029863187,0.284902894004086
C1d,-0.05039966954874725,0.28649907669129
Gap43,-0.08059489184703184,0.2868692452040086
Fkbp2,0.05357811928686429,0.2881812193566542
Asphd2,0.03527243087373401,0.2889152755763965
Fam117b,-0.027907784125178192,0.2891163376671812
Mrpl15,0.03906621447251943,0.2891163376671812
Atp1a2,0.03729041971716185,0.2897002533998214
Hsd17b4,-0.036005598068021005,0.2906551945652527
Zc3h14,-0.03962259419216935,0.2910941214248537
Spcs2,-0.06255633317788051,0.2918514008428017
Enoph1,-0.040892637794263026,0.292150860364142
Ctnnb1,-0.03806351373776651,0.29228719043654133
Pacsin1,0.06449709639876028,0.29228719043654133
Vapb,0.06196212974735715,0.29228719043654133
